STORE_LOCATION;PRODUCT_CATEGORY;PRODUCT_DETAIL;PRODUCT_TYPE;REVENUE;NUMBER_OF_SALES;TRANSACTION_DATE;DAY_NAME;MONTH_NAME;HOUR_OF_DAY;DAY_CLASSIFICATION;TRANSACTION_TIME;TIME_CATEGORISATIONS
Astoria;Coffee;Cappuccino Lg;Barista Espresso;4,25;1;2023/01/30;Mon;Jan;10;Weekday;10:07:05.000;Morning
Astoria;Coffee;Cappuccino Lg;Barista Espresso;8,5;1;2023/01/30;Mon;Jan;10;Weekday;10:09:49.000;Morning
Astoria;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/01/30;Mon;Jan;11;Weekday;11:04:19.000;Morning
Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;5;1;2023/01/31;Tue;Jan;9;Weekday;09:32:03.000;Morning
Lower Manhattan;Coffee beans;Brazilian - Organic;Organic Beans;18;1;2023/01/31;Tue;Jan;10;Weekday;10:01:12.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;6,2;1;2023/01/31;Tue;Jan;10;Weekday;10:08:27.000;Morning
Astoria;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/01/31;Tue;Jan;10;Weekday;10:27:34.000;Morning
Hell's Kitchen;Bakery;Almond Croissant;Pastry;3,75;1;2023/01/31;Tue;Jan;11;Weekday;11:03:43.000;Morning
Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso;2,1;1;2023/01/31;Tue;Jan;11;Weekday;11:23:15.000;Morning
Astoria;Coffee;Espresso shot;Barista Espresso;3;1;2023/01/31;Tue;Jan;14;Weekday;14:07:17.000;Afternoon
Astoria;Tea;Serenity Green Tea Lg;Brewed Green tea;6;1;2023/01/31;Tue;Jan;18;Weekday;18:44:44.000;Evening
Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee;7;1;2023/02/01;Wed;Feb;12;Weekday;12:45:05.000;Afternoon
Astoria;Bakery;Croissant;Pastry;3,5;1;2023/02/01;Wed;Feb;12;Weekday;12:46:55.000;Afternoon
Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/02/01;Wed;Feb;13;Weekday;13:11:13.000;Afternoon
Hell's Kitchen;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/02/01;Wed;Feb;16;Weekday;16:33:50.000;Evening
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/02/02;Thu;Feb;8;Weekday;08:30:20.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;3,1;1;2023/02/02;Thu;Feb;10;Weekday;10:33:27.000;Morning
Lower Manhattan;Bakery;Almond Croissant;Pastry;3,75;1;2023/02/03;Fri;Feb;13;Weekday;13:01:11.000;Afternoon
Astoria;Tea;English Breakfast Rg;Brewed Black tea;5;1;2023/02/03;Fri;Feb;15;Weekday;15:13:22.000;Afternoon
Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea;5;1;2023/02/03;Fri;Feb;18;Weekday;18:19:47.000;Evening
Astoria;Coffee;Brazilian Rg;Organic brewed coffee;6;1;2023/02/04;Sat;Feb;13;Weekend;13:08:15.000;Afternoon
Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee;3,5;1;2023/02/04;Sat;Feb;13;Weekend;13:21:04.000;Afternoon
Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;8;1;2023/02/04;Sat;Feb;15;Weekend;15:01:06.000;Afternoon
Lower Manhattan;Tea;Peppermint Rg;Brewed herbal tea;2,5;1;2023/02/04;Sat;Feb;15;Weekend;15:57:12.000;Afternoon
Astoria;Coffee;Brazilian Rg;Organic brewed coffee;3;1;2023/02/04;Sat;Feb;18;Weekend;18:43:24.000;Evening
Hell's Kitchen;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;8;1;2023/02/05;Sun;Feb;10;Weekend;10:40:53.000;Morning
Astoria;Coffee;Jamaican Coffee River Sm;Premium brewed coffee;2,45;1;2023/02/05;Sun;Feb;14;Weekend;14:47:27.000;Afternoon
Astoria;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/02/05;Sun;Feb;19;Weekend;19:27:03.000;Evening
Lower Manhattan;Coffee;Latte Rg;Barista Espresso;4,25;1;2023/02/02;Thu;Feb;13;Weekday;13:56:19.000;Afternoon
Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee;4,4;1;2023/02/04;Sat;Feb;7;Weekend;07:54:12.000;Morning
Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso;3;1;2023/02/06;Mon;Feb;11;Weekday;11:21:55.000;Morning
Hell's Kitchen;Coffee;Our Old Time Diner Blend Lg;Drip coffee;6;1;2023/02/06;Mon;Feb;12;Weekday;12:37:52.000;Afternoon
Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee;6;1;2023/02/06;Mon;Feb;13;Weekday;13:14:16.000;Afternoon
Astoria;Bakery;Ginger Scone;Scone;3,25;1;2023/02/06;Mon;Feb;15;Weekday;15:18:36.000;Afternoon
Lower Manhattan;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/02/07;Tue;Feb;7;Weekday;07:04:43.000;Morning
Lower Manhattan;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/02/07;Tue;Feb;10;Weekday;10:32:22.000;Morning
Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;4;1;2023/02/07;Tue;Feb;15;Weekday;15:37:32.000;Afternoon
Lower Manhattan;Flavours;Sugar Free Vanilla syrup;Sugar free syrup;1,6;1;2023/02/08;Wed;Feb;8;Weekday;08:14:41.000;Morning
Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea;6;1;2023/02/08;Wed;Feb;9;Weekday;09:19:14.000;Morning
Hell's Kitchen;Coffee;Latte Rg;Barista Espresso;4,25;1;2023/02/09;Thu;Feb;9;Weekday;09:56:25.000;Morning
Hell's Kitchen;Bakery;Chocolate Croissant;Pastry;7,5;2;2023/02/09;Thu;Feb;11;Weekday;11:08:43.000;Morning
Astoria;Bakery;Oatmeal Scone;Scone;3;1;2023/02/09;Thu;Feb;16;Weekday;16:45:07.000;Evening
Astoria;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/02/10;Fri;Feb;7;Weekday;07:15:22.000;Morning
Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;5;1;2023/02/10;Fri;Feb;7;Weekday;07:55:00.000;Morning
Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee;6;1;2023/02/10;Fri;Feb;9;Weekday;09:24:58.000;Morning
Hell's Kitchen;Coffee;Ethiopia Sm;Gourmet brewed coffee;4,4;1;2023/02/10;Fri;Feb;9;Weekday;09:49:26.000;Morning
Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee;7;1;2023/02/10;Fri;Feb;16;Weekday;16:28:12.000;Evening
Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/02/12;Sun;Feb;7;Weekend;07:51:29.000;Morning
Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee;3,5;1;2023/02/12;Sun;Feb;10;Weekend;10:29:30.000;Morning
Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea;6;1;2023/02/12;Sun;Feb;10;Weekend;10:44:09.000;Morning
Hell's Kitchen;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/02/13;Mon;Feb;8;Weekday;08:10:28.000;Morning
Astoria;Coffee;Latte Rg;Barista Espresso;4,25;1;2023/02/13;Mon;Feb;9;Weekday;09:03:29.000;Morning
Lower Manhattan;Bakery;Scottish Cream Scone ;Scone;4,5;1;2023/02/08;Wed;Feb;7;Weekday;07:51:24.000;Morning
Lower Manhattan;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;2,5;1;2023/02/09;Thu;Feb;10;Weekday;10:58:40.000;Morning
Lower Manhattan;Bakery;Croissant;Pastry;3,5;1;2023/02/13;Mon;Feb;10;Weekday;10:30:10.000;Morning
Lower Manhattan;Flavours;Chocolate syrup;Regular syrup;1,6;1;2023/02/13;Mon;Feb;11;Weekday;11:11:24.000;Morning
Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea;5;1;2023/02/13;Mon;Feb;17;Weekday;17:06:10.000;Evening
Lower Manhattan;Tea;Lemon Grass Lg;Brewed herbal tea;6;1;2023/02/14;Tue;Feb;8;Weekday;08:30:53.000;Morning
Hell's Kitchen;Coffee;Latte Rg;Barista Espresso;4,25;1;2023/02/14;Tue;Feb;19;Weekday;19:47:23.000;Evening
Astoria;Coffee;Ethiopia Sm;Gourmet brewed coffee;4,4;1;2023/02/15;Wed;Feb;8;Weekday;08:06:51.000;Morning
Astoria;Flavours;Carmel syrup;Regular syrup;1,6;1;2023/02/15;Wed;Feb;10;Weekday;10:34:04.000;Morning
Lower Manhattan;Bakery;Cranberry Scone;Scone;3,25;1;2023/02/16;Thu;Feb;8;Weekday;08:13:42.000;Morning
Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;8;1;2023/02/16;Thu;Feb;8;Weekday;08:14:50.000;Morning
Hell's Kitchen;Tea;Serenity Green Tea Lg;Brewed Green tea;6;1;2023/02/17;Fri;Feb;11;Weekday;11:36:54.000;Morning
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;3,75;1;2023/02/18;Sat;Feb;12;Weekend;12:32:16.000;Afternoon
Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;8;1;2023/02/18;Sat;Feb;16;Weekend;16:00:19.000;Evening
Astoria;Tea;Lemon Grass Lg;Brewed herbal tea;6;1;2023/02/19;Sun;Feb;8;Weekend;08:31:26.000;Morning
Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;3,1;1;2023/02/19;Sun;Feb;9;Weekend;09:35:38.000;Morning
Hell's Kitchen;Coffee;Latte;Barista Espresso;3,75;1;2023/02/19;Sun;Feb;18;Weekend;18:54:42.000;Evening
Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;4,5;1;2023/02/19;Sun;Feb;12;Weekend;12:18:17.000;Afternoon
Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/02/20;Mon;Feb;8;Weekday;08:19:08.000;Morning
Astoria;Tea;Peppermint Lg;Brewed herbal tea;3;1;2023/02/20;Mon;Feb;10;Weekday;10:25:13.000;Morning
Astoria;Tea;Earl Grey Rg;Brewed Black tea;2,5;1;2023/02/20;Mon;Feb;17;Weekday;17:38:10.000;Evening
Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee;3;1;2023/02/20;Mon;Feb;18;Weekday;18:01:19.000;Evening
Lower Manhattan;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/02/21;Tue;Feb;9;Weekday;09:15:58.000;Morning
Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea;5;1;2023/02/21;Tue;Feb;9;Weekday;09:28:35.000;Morning
Astoria;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea;5,1;1;2023/02/21;Tue;Feb;14;Weekday;14:11:00.000;Afternoon
Lower Manhattan;Tea;Peppermint Lg;Brewed herbal tea;3;1;2023/02/22;Wed;Feb;11;Weekday;11:04:17.000;Morning
Lower Manhattan;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;2,5;1;2023/02/23;Thu;Feb;10;Weekday;10:02:52.000;Morning
Hell's Kitchen;Tea;Earl Grey Lg;Brewed Black tea;3;1;2023/02/23;Thu;Feb;12;Weekday;12:25:22.000;Afternoon
Hell's Kitchen;Coffee;Our Old Time Diner Blend Rg;Drip coffee;2,5;1;2023/02/27;Mon;Feb;8;Weekday;08:08:59.000;Morning
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;11,25;1;2023/02/27;Mon;Feb;9;Weekday;09:57:33.000;Morning
Lower Manhattan;Coffee;Ouro Brasileiro shot;Barista Espresso;3;1;2023/02/27;Mon;Feb;13;Weekday;13:20:22.000;Afternoon
Lower Manhattan;Coffee;Ouro Brasileiro shot;Barista Espresso;9;1;2023/02/27;Mon;Feb;15;Weekday;15:01:41.000;Afternoon
Astoria;Bakery;Chocolate Croissant;Pastry;7,5;2;2023/01/11;Wed;Jan;8;Weekday;08:36:47.000;Morning
Hell's Kitchen;Coffee;Cappuccino Lg;Barista Espresso;8,5;1;2023/01/13;Fri;Jan;9;Weekday;09:14:33.000;Morning
Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;5;1;2023/01/11;Wed;Jan;10;Weekday;10:37:11.000;Morning
Astoria;Flavours;Carmel syrup;Regular syrup;0,8;1;2023/01/13;Fri;Jan;7;Weekday;07:50:07.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;7,5;1;2023/01/15;Sun;Jan;10;Weekend;10:51:55.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;6;1;2023/01/15;Sun;Jan;10;Weekend;10:53:10.000;Morning
Astoria;Tea;Lemon Grass Rg;Brewed herbal tea;2,5;1;2023/01/15;Sun;Jan;17;Weekend;17:19:50.000;Evening
Astoria;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;5;1;2023/01/16;Mon;Jan;14;Weekday;14:30:29.000;Afternoon
Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee;4;1;2023/01/18;Wed;Jan;16;Weekday;16:22:10.000;Evening
Astoria;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea;5,1;1;2023/01/19;Thu;Jan;7;Weekday;07:25:12.000;Morning
Lower Manhattan;Coffee;Our Old Time Diner Blend Lg;Drip coffee;6;1;2023/01/19;Thu;Jan;12;Weekday;12:17:17.000;Afternoon
Astoria;Coffee beans;Civet Cat;Premium Beans;45;1;2023/01/19;Thu;Jan;18;Weekday;18:18:51.000;Evening
Astoria;Bakery;Almond Croissant;Pastry;3,75;1;2023/01/20;Fri;Jan;12;Weekday;12:39:04.000;Afternoon
Lower Manhattan;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;3,1;1;2023/01/17;Tue;Jan;7;Weekday;07:30:33.000;Morning
Lower Manhattan;Tea;Lemon Grass Lg;Brewed herbal tea;3;1;2023/01/17;Tue;Jan;7;Weekday;07:35:27.000;Morning
Hell's Kitchen;Coffee;Cappuccino;Barista Espresso;7,5;1;2023/01/19;Thu;Jan;8;Weekday;08:02:38.000;Morning
Lower Manhattan;Coffee;Brazilian Sm;Organic brewed coffee;6,6;1;2023/01/22;Sun;Jan;6;Weekend;06:24:12.000;Morning
Astoria;Coffee;Our Old Time Diner Blend Sm;Drip coffee;4;1;2023/01/22;Sun;Jan;11;Weekend;11:50:34.000;Morning
Astoria;Tea;Serenity Green Tea Rg;Brewed Green tea;2,5;1;2023/01/22;Sun;Jan;12;Weekend;12:10:05.000;Afternoon
Hell's Kitchen;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;4;1;2023/01/22;Sun;Jan;18;Weekend;18:42:27.000;Evening
Astoria;Coffee;Espresso shot;Barista Espresso;6;1;2023/01/23;Mon;Jan;7;Weekday;07:20:38.000;Morning
Lower Manhattan;Tea;Lemon Grass Lg;Brewed herbal tea;3;1;2023/01/23;Mon;Jan;7;Weekday;07:38:29.000;Morning
Hell's Kitchen;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/01/23;Mon;Jan;7;Weekday;07:54:47.000;Morning
Hell's Kitchen;Bakery;Ginger Scone;Scone;3,25;1;2023/01/23;Mon;Jan;11;Weekday;11:39:50.000;Morning
Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;6,2;1;2023/01/23;Mon;Jan;11;Weekday;11:43:39.000;Morning
Hell's Kitchen;Tea;Peppermint Rg;Brewed herbal tea;5;1;2023/01/24;Tue;Jan;11;Weekday;11:16:25.000;Morning
Lower Manhattan;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/01/24;Tue;Jan;14;Weekday;14:17:22.000;Afternoon
Astoria;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/01/24;Tue;Jan;17;Weekday;17:24:16.000;Evening
Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea;6;1;2023/01/25;Wed;Jan;9;Weekday;09:11:27.000;Morning
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/01/25;Wed;Jan;10;Weekday;10:49:17.000;Morning
Lower Manhattan;Flavours;Carmel syrup;Regular syrup;0,8;1;2023/01/25;Wed;Jan;12;Weekday;12:04:56.000;Afternoon
Lower Manhattan;Bakery;Jumbo Savory Scone;Scone;3,75;1;2023/01/25;Wed;Jan;12;Weekday;12:14:54.000;Afternoon
Astoria;Bakery;Cranberry Scone;Scone;3,25;1;2023/01/25;Wed;Jan;16;Weekday;16:00:26.000;Evening
Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;3;1;2023/01/25;Wed;Jan;16;Weekday;16:21:43.000;Evening
Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;6,2;1;2023/01/25;Wed;Jan;18;Weekday;18:23:07.000;Evening
Lower Manhattan;Coffee;Ouro Brasileiro shot;Barista Espresso;2,1;1;2023/01/26;Thu;Jan;7;Weekday;07:53:09.000;Morning
Lower Manhattan;Flavours;Carmel syrup;Regular syrup;0,8;1;2023/01/26;Thu;Jan;9;Weekday;09:12:14.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;5;1;2023/01/27;Fri;Jan;10;Weekday;10:17:25.000;Morning
Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea;2,5;1;2023/01/28;Sat;Jan;11;Weekend;11:23:51.000;Morning
Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea;2,5;1;2023/01/29;Sun;Jan;9;Weekend;09:34:04.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;3,5;1;2023/01/29;Sun;Jan;11;Weekend;11:41:34.000;Morning
Lower Manhattan;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/01/29;Sun;Jan;14;Weekend;14:53:42.000;Afternoon
Astoria;Coffee;Jamaican Coffee River Sm;Premium brewed coffee;2,45;1;2023/01/29;Sun;Jan;16;Weekend;16:41:36.000;Evening
Hell's Kitchen;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/01/31;Tue;Jan;7;Weekday;07:20:58.000;Morning
Astoria;Tea;Peppermint Lg;Brewed herbal tea;3;1;2023/01/31;Tue;Jan;11;Weekday;11:24:27.000;Morning
Astoria;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;6,2;1;2023/01/31;Tue;Jan;14;Weekday;14:20:06.000;Afternoon
Lower Manhattan;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;3,1;1;2023/02/01;Wed;Feb;14;Weekday;14:30:58.000;Afternoon
Astoria;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/02/01;Wed;Feb;19;Weekday;19:23:50.000;Evening
Astoria;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/02/02;Thu;Feb;13;Weekday;13:19:09.000;Afternoon
Lower Manhattan;Coffee;Jamaican Coffee River Sm;Premium brewed coffee;4,9;1;2023/02/02;Thu;Feb;13;Weekday;13:58:12.000;Afternoon
Astoria;Tea;Earl Grey Lg;Brewed Black tea;3;1;2023/02/02;Thu;Feb;15;Weekday;15:59:11.000;Afternoon
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;3,75;1;2023/02/03;Fri;Feb;10;Weekday;10:10:01.000;Morning
Hell's Kitchen;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/02/03;Fri;Feb;15;Weekday;15:41:26.000;Afternoon
Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;4;1;2023/02/04;Sat;Feb;8;Weekend;08:42:10.000;Morning
Hell's Kitchen;Bakery;Scottish Cream Scone ;Scone;4,5;1;2023/02/04;Sat;Feb;12;Weekend;12:54:41.000;Afternoon
Hell's Kitchen;Bakery;Cranberry Scone;Scone;3,25;1;2023/02/04;Sat;Feb;14;Weekend;14:14:10.000;Afternoon
Lower Manhattan;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;5;1;2023/02/05;Sun;Feb;7;Weekend;07:06:34.000;Morning
Lower Manhattan;Tea;Serenity Green Tea Lg;Brewed Green tea;3;1;2023/02/05;Sun;Feb;13;Weekend;13:44:46.000;Afternoon
Lower Manhattan;Coffee;Cappuccino Lg;Barista Espresso;4,25;1;2023/02/05;Sun;Feb;14;Weekend;14:44:35.000;Afternoon
Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee;4;1;2023/02/05;Sun;Feb;16;Weekend;16:15:49.000;Evening
Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee;3;1;2023/02/05;Sun;Feb;16;Weekend;16:27:31.000;Evening
Astoria;Bakery;Oatmeal Scone;Scone;3;1;2023/02/01;Wed;Feb;17;Weekday;17:39:57.000;Evening
Astoria;Coffee;Brazilian Rg;Organic brewed coffee;3;1;2023/02/06;Mon;Feb;13;Weekday;13:16:46.000;Afternoon
Hell's Kitchen;Coffee;Jamaican Coffee River Sm;Premium brewed coffee;4,9;1;2023/02/07;Tue;Feb;9;Weekday;09:50:01.000;Morning
Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea;2,5;1;2023/02/07;Tue;Feb;14;Weekday;14:20:21.000;Afternoon
Hell's Kitchen;Flavours;Chocolate syrup;Regular syrup;0,8;1;2023/02/07;Tue;Feb;18;Weekday;18:06:25.000;Evening
Astoria;Coffee;Brazilian Sm;Organic brewed coffee;4,4;1;2023/02/07;Tue;Feb;19;Weekday;19:10:34.000;Evening
Hell's Kitchen;Tea;Peppermint Rg;Brewed herbal tea;5;1;2023/02/07;Tue;Feb;20;Weekday;20:18:41.000;Night
Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;6,2;1;2023/02/08;Wed;Feb;7;Weekday;07:39:04.000;Morning
Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee;6;1;2023/02/08;Wed;Feb;9;Weekday;09:17:02.000;Morning
Astoria;Coffee;Latte;Barista Espresso;3,75;1;2023/02/08;Wed;Feb;11;Weekday;11:55:52.000;Morning
Astoria;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;3,75;1;2023/02/08;Wed;Feb;13;Weekday;13:25:23.000;Afternoon
Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/02/09;Thu;Feb;9;Weekday;09:29:26.000;Morning
Lower Manhattan;Tea;Earl Grey Lg;Brewed Black tea;6;1;2023/02/09;Thu;Feb;10;Weekday;10:14:36.000;Morning
Lower Manhattan;Coffee;Jamaican Coffee River Sm;Premium brewed coffee;4,9;1;2023/02/09;Thu;Feb;10;Weekday;10:55:08.000;Morning
Astoria;Coffee;Our Old Time Diner Blend Lg;Drip coffee;3;1;2023/02/09;Thu;Feb;13;Weekday;13:14:26.000;Afternoon
Astoria;Flavours;Carmel syrup;Regular syrup;0,8;1;2023/02/10;Fri;Feb;7;Weekday;07:41:04.000;Morning
Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee;2,2;1;2023/02/10;Fri;Feb;10;Weekday;10:06:48.000;Morning
Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea;5;1;2023/02/10;Fri;Feb;10;Weekday;10:18:16.000;Morning
Astoria;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea;5,1;1;2023/02/10;Fri;Feb;10;Weekday;10:35:05.000;Morning
Astoria;Flavours;Chocolate syrup;Regular syrup;1,6;1;2023/02/10;Fri;Feb;14;Weekday;14:35:12.000;Afternoon
Hell's Kitchen;Coffee;Ethiopia Sm;Gourmet brewed coffee;2,2;1;2023/02/11;Sat;Feb;8;Weekend;08:09:25.000;Morning
Astoria;Tea;Lemon Grass Lg;Brewed herbal tea;6;1;2023/02/11;Sat;Feb;8;Weekend;08:50:22.000;Morning
Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/02/11;Sat;Feb;16;Weekend;16:54:08.000;Evening
Hell's Kitchen;Packaged Chocolate;Chili Mayan;Drinking Chocolate;13,33;1;2023/02/11;Sat;Feb;19;Weekend;19:00:09.000;Evening
Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/02/12;Sun;Feb;10;Weekend;10:07:15.000;Morning
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/02/12;Sun;Feb;10;Weekend;10:14:53.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/02/12;Sun;Feb;13;Weekend;13:03:33.000;Afternoon
Hell's Kitchen;Loose Tea;English Breakfast;Black tea;8,95;1;2023/02/12;Sun;Feb;17;Weekend;17:12:14.000;Evening
Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea;3;1;2023/02/12;Sun;Feb;19;Weekend;19:54:10.000;Evening
Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;9;1;2023/02/13;Mon;Feb;7;Weekday;07:39:58.000;Morning
Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea;5;1;2023/02/13;Mon;Feb;8;Weekday;08:14:26.000;Morning
Hell's Kitchen;Flavours;Sugar Free Vanilla syrup;Sugar free syrup;0,8;1;2023/02/13;Mon;Feb;8;Weekday;08:32:35.000;Morning
Lower Manhattan;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/02/13;Mon;Feb;8;Weekday;08:37:29.000;Morning
Lower Manhattan;Flavours;Carmel syrup;Regular syrup;1,6;1;2023/02/13;Mon;Feb;9;Weekday;09:25:30.000;Morning
Astoria;Tea;Lemon Grass Lg;Brewed herbal tea;3;1;2023/02/14;Tue;Feb;9;Weekday;09:09:35.000;Morning
Hell's Kitchen;Bakery;Croissant;Pastry;3,5;1;2023/02/14;Tue;Feb;9;Weekday;09:35:02.000;Morning
Astoria;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;5;1;2023/02/14;Tue;Feb;10;Weekday;10:39:03.000;Morning
Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee;6;1;2023/02/14;Tue;Feb;16;Weekday;16:28:43.000;Evening
Astoria;Flavours;Hazelnut syrup;Regular syrup;1,6;1;2023/02/15;Wed;Feb;7;Weekday;07:11:51.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;9;1;2023/02/15;Wed;Feb;7;Weekday;07:34:02.000;Morning
Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea;5;1;2023/02/15;Wed;Feb;7;Weekday;07:37:33.000;Morning
Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee;7;1;2023/02/15;Wed;Feb;8;Weekday;08:15:24.000;Morning
Astoria;Coffee;Ethiopia Lg;Gourmet brewed coffee;7;1;2023/02/15;Wed;Feb;9;Weekday;09:39:03.000;Morning
Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea;2,5;1;2023/02/15;Wed;Feb;15;Weekday;15:11:14.000;Afternoon
Lower Manhattan;Coffee beans;Organic Decaf Blend;Organic Beans;22,5;1;2023/02/15;Wed;Feb;15;Weekday;15:46:58.000;Afternoon
